"Total P&L","Total P&L %","Max equity drawdown","Max equity drawdown %","Total trades","Profitable trades","Profitable trades ratio","Profit factor","Initial capital","Open P&L","Open P&L %","Net P&L: All","Net P&L %: All","Net P&L: Long","Net P&L %: Long","Net P&L: Short","Net P&L %: Short","Gross profit: All","Gross profit %: All","Gross profit: Long","Gross profit %: Long","Gross profit: Short","Gross profit %: Short","Gross loss: All","Gross loss %: All","Gross loss: Long","Gross loss %: Long","Gross loss: Short","Gross loss %: Short","Profit factor: All","Profit factor: Long","Profit factor: Short","Commission paid: All","Commission paid: Long","Commission paid: Short","Expected payoff: All","Expected payoff: Long","Expected payoff: Short","Buy & hold return","Buy & hold return %","Buy & hold % gain","Strategy outperformance","Sharpe ratio","Sortino ratio","Total trades: All","Total trades: Long","Total trades: Short","Total open trades: All","Total open trades: Long","Total open trades: Short","Winning trades: All","Winning trades: Long","Winning trades: Short","Losing trades: All","Losing trades: Long","Losing trades: Short","Percent profitable: All","Percent profitable: Long","Percent profitable: Short","Avg P&L: All","Avg P&L %: All","Avg P&L: Long","Avg P&L %: Long","Avg P&L: Short","Avg P&L %: Short","Avg winning trade: All","Avg winning trade %: All","Avg winning trade: Long","Avg winning trade %: Long","Avg winning trade: Short","Avg winning trade %: Short","Avg losing trade: All","Avg losing trade %: All","Avg losing trade: Long","Avg losing trade %: Long","Avg losing trade: Short","Avg losing trade %: Short","Ratio avg win / avg loss: All","Ratio avg win / avg loss: Long","Ratio avg win / avg loss: Short","Largest winning trade: All","Largest winning trade: Long","Largest winning trade: Short","Largest winning trade percent: All","Largest winning trade percent: Long","Largest winning trade percent: Short","Largest winner as % of gross profit: All","Largest winner as % of gross profit: Long","Largest winner as % of gross profit: Short","Largest losing trade: All","Largest losing trade: Long","Largest losing trade: Short","Largest losing trade percent: All","Largest losing trade percent: Long","Largest losing trade percent: Short","Largest loser as % of gross loss: All","Largest loser as % of gross loss: Long","Largest loser as % of gross loss: Short","Avg # bars in trades: All","Avg # bars in trades: Long","Avg # bars in trades: Short","Avg # bars in winning trades: All","Avg # bars in winning trades: Long","Avg # bars in winning trades: Short","Avg # bars in losing trades: All","Avg # bars in losing trades: Long","Avg # bars in losing trades: Short","Annualized return (CAGR): All","Annualized return (CAGR): Long","Annualized return (CAGR): Short","Return on initial capital: All","Return on initial capital: Long","Return on initial capital: Short","Account size required","Return on account size required: All","Return on account size required: Long","Return on account size required: Short","Net profit as % of largest loss: All","Net profit as % of largest loss: Long","Net profit as % of largest loss: Short","Avg margin used: All","Max margin used","Margin efficiency","Margin calls","Avg equity run-up duration (close-to-close)","Avg equity run-up (close-to-close)","Avg equity run-up (close-to-close) %","Max equity run-up (close-to-close)","Max equity run-up (close-to-close) %","Max equity run-up (intrabar)","Max equity run-up (intrabar) %","Max equity run-up as % of initial capital (intrabar)","Avg equity drawdown duration (close-to-close)","Avg equity drawdown (close-to-close)","Avg equity drawdown (close-to-close) %","Max equity drawdown (close-to-close)","Max equity drawdown (close-to-close) %","Max equity drawdown (intrabar)","Max equity drawdown (intrabar) %","Max equity drawdown as % of initial capital (intrabar)","Return of max equity drawdown","_setTime_","_parseTime_","_duration_","comment","__启用牛熊过滤器","__启用P1形态切换平多","__启用P4形态切换平空","__MACD快线周期","__MACD慢线周期","__MACD信号线周期","__启用OBV过滤器","__OBV振荡器EMA周期","__启用双系统突破","__系统1失败过滤","__S1周期（短周期）","__S2周期（长周期）","__全局基础风险比例(%)","__实盘模式（固定本金）","__实盘本金（USDT）","__启用最大开仓量上限","__最大开仓量上限（BTC）","__P1 做多倍数 (突破)","__P2 做多倍数 (MACD)","__P3 做多倍数 (MACD)","__P4 做空倍数 (突破)","__P5 做多倍数","__P5 做空倍数","__P6 做多倍数","__P6 做空倍数","__启用P1损失冷却期","__冷却期长度（K线数）","__冷却期内P1倍数","__启用价格止损","__止损比例(%)","__ATR初始止损倍数","__ATR追踪止损倍数（多头）","__ATR追踪止损倍数（空头）","__启用追踪止损","__追踪止损激活ATR倍数（多头）","__追踪止损激活ATR倍数（空头）","__激活追踪时保本止损","__启用加仓（金字塔）","__最大加仓次数（多头）","__最大加仓次数（空头）","__加仓数量倍数","__MA1周期","__MA1类型","__MA2周期","__MA2类型"
358787.93,1435.15,3566.99,4.25,85,54.12,"46/85",18.006,25000,0,0,358787.93,1435.15,352929.31,1411.72,5858.62,23.43,379885.06,1519.54,369987.8,1479.95,9897.26,39.59,21097.13,84.39,17058.49,68.23,4038.64,16.15,18.006,21.689,2.451,2024.89,1752.45,272.44,4221.03,5267.6,325.48,211383.99,845.54,845.54,147403.95,0.125,41.472,85,67,18,0,0,0,46,37,9,39,30,9,54.12,55.22,50,4221.03,12.71,5267.6,15.51,325.48,2.28,8258.37,26.53,9999.67,31.02,1099.7,8.07,540.95,3.6,568.62,3.62,448.74,3.52,15.266,17.586,2.451,192276.56,192276.56,3390.95,378.51,378.51,22.21,50.61,51.97,34.26,1524.55,1524.55,626.95,8.59,8.59,4.13,7.23,8.94,15.52,137,162,42,231,271,69,25,28,16,53.23,52.86,3.34,1435.15,1411.72,23.43,7791.34,4604.96,4529.77,75.19,23534.01,23149.72,934.46,336.85,4224.35,0.001,0,122,34114.28,136.46,279915.47,1119.66,366792.41,93.62,1467.17,86,1768.22,7.07,3161.44,12.65,3566.99,4.25,14.27,100.59,1.3,6,7.4,"Error for Changed all parameters randomly.: The tradingview calculation process has not started for the strategy based on these parameter values",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,4,true,5,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
358787.93,1435.15,3566.99,4.25,85,54.12,"46/85",18.006,25000,0,0,358787.93,1435.15,352929.31,1411.72,5858.62,23.43,379885.06,1519.54,369987.8,1479.95,9897.26,39.59,21097.13,84.39,17058.49,68.23,4038.64,16.15,18.006,21.689,2.451,2024.89,1752.45,272.44,4221.03,5267.6,325.48,211383.99,845.54,845.54,147403.95,0.125,41.472,85,67,18,0,0,0,46,37,9,39,30,9,54.12,55.22,50,4221.03,12.71,5267.6,15.51,325.48,2.28,8258.37,26.53,9999.67,31.02,1099.7,8.07,540.95,3.6,568.62,3.62,448.74,3.52,15.266,17.586,2.451,192276.56,192276.56,3390.95,378.51,378.51,22.21,50.61,51.97,34.26,1524.55,1524.55,626.95,8.59,8.59,4.13,7.23,8.94,15.52,137,162,42,231,271,69,25,28,16,53.23,52.86,3.34,1435.15,1411.72,23.43,7791.34,4604.96,4529.77,75.19,23534.01,23149.72,934.46,336.85,4224.35,0.001,0,122,34114.28,136.46,279915.47,1119.66,366792.41,93.62,1467.17,86,1768.22,7.07,3161.44,12.65,3566.99,4.25,14.27,100.59,1.3,6.1,7.4,"Error for Changed ""ATR追踪止损倍数（空头）"": 4 => 4.: The tradingview calculation process has not started for the strategy based on these parameter values",true,true,true,13,21,8,true,13,0,true,55,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,4,true,5,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
348674.44,1394.7,6326.5,3.52,107,50.47,"54/107",13.263,25000,0,0,348674.44,1394.7,341790.01,1367.16,6884.44,27.54,377107.45,1508.43,365000.64,1460,12106.8,48.43,28433,113.73,23210.64,92.84,5222.36,20.89,13.263,15.726,2.318,2369.36,2044.16,325.21,3258.64,4021.06,312.93,234243.09,936.97,936.97,114431.35,0.123,28.59,107,85,22,0,0,0,54,43,11,53,42,11,50.47,50.59,50,3258.64,10.36,4021.06,12.55,312.93,1.88,6983.47,24.22,8488.39,28.46,1100.62,7.61,536.47,3.76,552.63,3.74,474.76,3.84,13.017,15.36,2.318,183648.3,183648.3,4985.52,394.23,394.23,22.28,48.7,50.31,41.18,1642.19,1642.19,646.33,9.63,9.63,4.13,5.78,7.08,12.38,115,132,48,205,238,75,23,24,20,52.59,52.15,3.87,1394.7,1367.16,27.54,10409.15,3349.69,3283.55,66.14,21232.31,20813.09,1065.15,329.47,4082.65,0.001,0,137,36922.72,147.69,273043.08,1092.17,357879.21,93.66,1431.52,105,2474.64,9.9,5364.78,21.46,6326.5,3.52,25.31,55.11,1.4,6,7.4,"Error for Changed ""追踪止损激活ATR倍数（多头）"": 3 => 3.: The tradingview calculation process has not started for the strategy based on these parameter values",true,true,true,13,21,8,true,13,0,true,89,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,4,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
348674.44,1394.7,6326.5,3.52,107,50.47,"54/107",13.263,25000,0,0,348674.44,1394.7,341790.01,1367.16,6884.44,27.54,377107.45,1508.43,365000.64,1460,12106.8,48.43,28433,113.73,23210.64,92.84,5222.36,20.89,13.263,15.726,2.318,2369.36,2044.16,325.21,3258.64,4021.06,312.93,234243.09,936.97,936.97,114431.35,0.123,28.59,107,85,22,0,0,0,54,43,11,53,42,11,50.47,50.59,50,3258.64,10.36,4021.06,12.55,312.93,1.88,6983.47,24.22,8488.39,28.46,1100.62,7.61,536.47,3.76,552.63,3.74,474.76,3.84,13.017,15.36,2.318,183648.3,183648.3,4985.52,394.23,394.23,22.28,48.7,50.31,41.18,1642.19,1642.19,646.33,9.63,9.63,4.13,5.78,7.08,12.38,115,132,48,205,238,75,23,24,20,52.59,52.15,3.87,1394.7,1367.16,27.54,10409.15,3349.69,3283.55,66.14,21232.31,20813.09,1065.15,329.47,4082.65,0.001,0,137,36922.72,147.69,273043.08,1092.17,357879.21,93.66,1431.52,105,2474.64,9.9,5364.78,21.46,6326.5,3.52,25.31,55.11,1.3,6,7.3,"Error for Changed ""追踪止损激活ATR倍数（多头）"": 3 => 3.: The tradingview calculation process has not started for the strategy based on these parameter values",true,true,true,13,21,8,true,13,0,true,89,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,4,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
240988.03,963.95,6235.15,2.86,75,40,"30/75",12.039,25000,0,0,240988.03,963.95,235319.02,941.28,5669.01,22.68,262818.23,1051.27,250931.22,1003.72,11887,47.55,21830.19,87.32,15612.2,62.45,6217.99,24.87,12.039,16.073,1.912,1758.13,1395.05,363.08,3213.17,4614.1,236.21,234156.4,936.63,936.63,6831.63,0.125,23.775,75,51,24,0,0,0,30,19,11,45,32,13,40,37.25,45.83,3213.17,8.2,4614.1,11.22,236.21,1.79,8760.61,25.14,13206.91,34.8,1080.64,8.46,485.12,3.09,487.88,2.78,478.31,3.85,18.059,27.07,2.259,183648.3,183648.3,2772.34,394.23,394.23,25.21,69.88,73.19,23.32,1497.77,1497.77,646.33,4.13,4.13,4.13,6.86,9.59,10.39,96,123,38,200,284,53,27,27,25,44.7,44.21,3.24,963.95,941.28,22.68,8973.6,2685.52,2622.35,63.17,16089.75,15711.26,877.1,230.55,2738.45,0.001,0,180,33655.59,134.62,193031.73,772.13,245134.96,90.87,980.54,96,1923.52,7.69,5273.43,21.09,6235.15,2.86,24.94,38.65,1.4,6,7.4,"Error for Changed ""追踪止损激活ATR倍数（空头）"": 5 => 5.: The tradingview calculation process has not started for the strategy based on these parameter values",true,true,true,13,21,8,true,13,0,true,89,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,5,true,true,0,0,0.5,144,"RMA",576,"RMA"
240988.03,963.95,6235.15,2.86,75,40,"30/75",12.039,25000,0,0,240988.03,963.95,235319.02,941.28,5669.01,22.68,262818.23,1051.27,250931.22,1003.72,11887,47.55,21830.19,87.32,15612.2,62.45,6217.99,24.87,12.039,16.073,1.912,1758.13,1395.05,363.08,3213.17,4614.1,236.21,234156.4,936.63,936.63,6831.63,0.125,23.775,75,51,24,0,0,0,30,19,11,45,32,13,40,37.25,45.83,3213.17,8.2,4614.1,11.22,236.21,1.79,8760.61,25.14,13206.91,34.8,1080.64,8.46,485.12,3.09,487.88,2.78,478.31,3.85,18.059,27.07,2.259,183648.3,183648.3,2772.34,394.23,394.23,25.21,69.88,73.19,23.32,1497.77,1497.77,646.33,4.13,4.13,4.13,6.86,9.59,10.39,96,123,38,200,284,53,27,27,25,44.7,44.21,3.24,963.95,941.28,22.68,8973.6,2685.52,2622.35,63.17,16089.75,15711.26,877.1,230.55,2738.45,0.001,0,180,33655.59,134.62,193031.73,772.13,245134.96,90.87,980.54,96,1923.52,7.69,5273.43,21.09,6235.15,2.86,24.94,38.65,1.4,6,7.4,"Error for Changed all parameters randomly.: The tradingview calculation process has not started for the strategy based on these parameter values",true,true,true,13,21,8,true,13,0,true,89,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,5,true,true,0,0,0.5,144,"RMA",576,"RMA"
260079.98,1040.32,6432.58,2.71,76,39.47,"30/76",12.32,25000,0,0,260079.98,1040.32,254484.42,1017.94,5595.55,22.38,283054.96,1132.22,270177,1080.71,12877.96,51.51,22974.98,91.9,15692.58,62.77,7282.41,29.13,12.32,17.217,1.768,1839.42,1429.71,409.71,3422.1,4989.89,223.82,234204.1,936.82,936.82,25875.88,0.125,25.314,76,51,25,0,0,0,30,19,11,46,32,14,39.47,37.25,44,3422.1,8.12,4989.89,11.24,223.82,1.76,9435.17,25.21,14219.84,34.8,1170.72,8.65,499.46,3.02,490.39,2.75,520.17,3.64,18.891,28.997,2.251,201738.51,201738.51,3893.26,394.23,394.23,25.21,71.27,74.67,30.23,1607.16,1607.16,728.38,4.13,4.13,4.13,7,10.24,10,94,123,34,199,284,52,25,27,21,46.27,45.82,3.21,1040.32,1017.94,22.38,9440.78,2754.86,2695.59,59.27,16182.57,15834.4,768.22,243.9,3008.2,0.001,0,195,42164.24,168.66,212429.78,849.72,265543.48,91.51,1062.17,106,2030.72,8.12,5466.98,21.87,6432.58,2.71,25.73,40.43,1.4,6.1,7.5,"Error for Changed all parameters randomly.: The tradingview calculation process has not started for the strategy based on these parameter values",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,0,0,0.5,144,"RMA",576,"RMA"
260079.98,1040.32,6432.58,2.71,76,39.47,"30/76",12.32,25000,0,0,260079.98,1040.32,254484.42,1017.94,5595.55,22.38,283054.96,1132.22,270177,1080.71,12877.96,51.51,22974.98,91.9,15692.58,62.77,7282.41,29.13,12.32,17.217,1.768,1839.42,1429.71,409.71,3422.1,4989.89,223.82,234204.1,936.82,936.82,25875.88,0.125,25.314,76,51,25,0,0,0,30,19,11,46,32,14,39.47,37.25,44,3422.1,8.12,4989.89,11.24,223.82,1.76,9435.17,25.21,14219.84,34.8,1170.72,8.65,499.46,3.02,490.39,2.75,520.17,3.64,18.891,28.997,2.251,201738.51,201738.51,3893.26,394.23,394.23,25.21,71.27,74.67,30.23,1607.16,1607.16,728.38,4.13,4.13,4.13,7,10.24,10,94,123,34,199,284,52,25,27,21,46.27,45.82,3.21,1040.32,1017.94,22.38,9440.78,2754.86,2695.59,59.27,16182.57,15834.4,768.22,243.9,3008.2,0.001,0,195,42164.24,168.66,212429.78,849.72,265543.48,91.51,1062.17,106,2030.72,8.12,5466.98,21.87,6432.58,2.71,25.73,40.43,1.3,6.1,7.4,"Error for Changed ""追踪止损激活ATR倍数（多头）"": 3 => 3.: The tradingview calculation process has not started for the strategy based on these parameter values",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,0,0,0.5,144,"RMA",576,"RMA"
373048.26,1492.19,6529.85,3.35,110,48.18,"53/110",12.746,25000,0,0,373048.26,1492.19,367452.71,1469.81,5595.55,22.38,404806.6,1619.23,391928.64,1567.71,12877.96,51.51,31758.34,127.03,24475.93,97.9,7282.41,29.13,12.746,16.013,1.768,2506.37,2096.66,409.71,3391.35,4322.97,223.82,234203.77,936.82,936.82,138844.49,0.124,30.265,110,85,25,0,0,0,53,42,11,57,43,14,48.18,49.41,44,3391.35,10.11,4322.97,12.57,223.82,1.76,7637.86,24.96,9331.63,29.23,1170.72,8.65,557.16,3.69,569.21,3.71,520.17,3.64,13.708,16.394,2.251,201738.51,201738.51,3893.26,394.23,394.23,25.21,49.84,51.47,30.23,1733.58,1733.58,728.38,9.63,9.63,4.13,5.46,7.08,10,110,132,34,202,242,52,24,24,21,54.1,53.76,3.21,1492.19,1469.81,22.38,10983.65,3396.4,3345.45,50.94,21518.9,21196.13,768.22,346.92,4453.8,0.001,0,134,36034.89,144.14,297876.8,1191.51,387310.15,94.1,1549.24,88,2549.72,10.2,5564.28,22.26,6529.85,3.35,26.12,57.13,1.3,6,7.3,"Error for Changed ""追踪止损激活ATR倍数（空头）"": 4 => 4.: The tradingview calculation process has not started for the strategy based on these parameter values",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
349898.09,1399.59,6326.5,3.52,108,50,"54/108",13.085,25000,0,0,349898.09,1399.59,341790.01,1367.16,8108.09,32.43,378851.44,1515.41,365000.64,1460,13850.79,55.4,28953.34,115.81,23210.64,92.84,5742.71,22.97,13.085,15.726,2.412,2385.74,2044.16,341.58,3239.8,4021.06,352.53,234203.77,936.82,936.82,115694.32,0.123,28.625,108,85,23,0,0,0,54,43,11,54,42,12,50,50.59,47.83,3239.8,10.37,4021.06,12.55,352.53,2.29,7015.77,24.49,8488.39,28.46,1259.16,8.96,536.17,3.76,552.63,3.74,478.56,3.83,13.085,15.36,2.631,183648.3,183648.3,4985.52,394.23,394.23,25.21,48.48,50.31,35.99,1642.19,1642.19,646.33,9.63,9.63,4.13,5.67,7.08,11.25,112,132,39,201,238,57,24,24,23,52.67,52.15,4.49,1399.59,1367.16,32.43,10409.15,3361.45,3283.55,77.89,21306.83,20813.09,1254.47,328.69,4082.65,0.001,0,151,37059.6,148.24,273043.08,1092.17,359262.52,93.68,1437.05,84,2254.1,9.02,5364.78,21.46,6326.5,3.52,25.31,55.31,1.3,6,7.3,"Error for Changed ""S1周期（短周期）"": 55 => 89.: The tradingview calculation process has not started for the strategy based on these parameter values",true,true,true,13,21,8,true,13,0,true,89,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
257745.47,1030.98,6432.58,2.71,70,35.71,"25/70",13.351,25000,0,0,257745.47,1030.98,254484.42,1017.94,3261.05,13.04,278614.1,1114.46,270177,1080.71,8437.1,33.75,20868.63,83.47,15692.58,62.77,5176.05,20.7,13.351,17.217,1.63,1741.82,1429.71,312.11,3682.08,4989.89,171.63,234203.77,936.82,936.82,23541.7,0.125,24.905,70,51,19,0,0,0,25,19,6,45,32,13,35.71,37.25,31.58,3682.08,8.77,4989.89,11.24,171.63,2.13,11144.56,29.52,14219.84,34.8,1406.18,12.82,463.75,2.77,490.39,2.75,398.16,2.8,24.032,28.997,3.532,201738.51,201738.51,4022.68,394.23,394.23,51.32,72.41,74.67,47.68,1607.16,1607.16,728.38,4.13,4.13,4.13,7.7,10.24,14.07,114,123,91,270,284,225,28,27,29,46.08,45.82,1.93,1030.98,1017.94,13.04,9440.78,2730.13,2695.59,34.54,16037.31,15834.4,447.71,248.85,3008.2,0.001,0,178,36387,145.55,212429.78,849.72,263628.66,91.46,1054.51,112,2344.37,9.38,5466.98,21.87,6432.58,2.71,25.73,40.07,1.3,9.4,10.8,"Error for Changed all parameters randomly.: The tradingview calculation process has not started for the strategy based on these parameter values",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,6,true,3,4,true,true,0,0,0.5,144,"RMA",576,"RMA"
257745.47,1030.98,6432.58,2.71,70,35.71,"25/70",13.351,25000,0,0,257745.47,1030.98,254484.42,1017.94,3261.05,13.04,278614.1,1114.46,270177,1080.71,8437.1,33.75,20868.63,83.47,15692.58,62.77,5176.05,20.7,13.351,17.217,1.63,1741.82,1429.71,312.11,3682.08,4989.89,171.63,234239.87,936.96,936.96,23505.61,0.125,24.905,70,51,19,0,0,0,25,19,6,45,32,13,35.71,37.25,31.58,3682.08,8.77,4989.89,11.24,171.63,2.13,11144.56,29.52,14219.84,34.8,1406.18,12.82,463.75,2.77,490.39,2.75,398.16,2.8,24.032,28.997,3.532,201738.51,201738.51,4022.68,394.23,394.23,51.32,72.41,74.67,47.68,1607.16,1607.16,728.38,4.13,4.13,4.13,7.7,10.24,14.07,114,123,91,270,284,225,28,27,29,46.08,45.82,1.93,1030.98,1017.94,13.04,9440.78,2730.13,2695.59,34.54,16037.31,15834.4,447.71,248.85,3008.2,0.001,0,178,36387,145.55,212429.78,849.72,263628.66,91.46,1054.51,112,2344.37,9.38,5466.98,21.87,6432.58,2.71,25.73,40.07,1.3,6.1,7.4,"Error for Changed ""ATR追踪止损倍数（空头）"": 6 => 6.: The tradingview calculation process has not started for the strategy based on these parameter values",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,6,true,3,4,true,true,0,0,0.5,144,"RMA",576,"RMA"
349898.09,1399.59,6326.5,3.52,108,50,"54/108",13.085,25000,0,0,349898.09,1399.59,341790.01,1367.16,8108.09,32.43,378851.44,1515.41,365000.64,1460,13850.79,55.4,28953.34,115.81,23210.64,92.84,5742.71,22.97,13.085,15.726,2.412,2385.74,2044.16,341.58,3239.8,4021.06,352.53,234245.35,936.98,936.98,115652.75,0.123,28.625,108,85,23,0,0,0,54,43,11,54,42,12,50,50.59,47.83,3239.8,10.37,4021.06,12.55,352.53,2.29,7015.77,24.49,8488.39,28.46,1259.16,8.96,536.17,3.76,552.63,3.74,478.56,3.83,13.085,15.36,2.631,183648.3,183648.3,4985.52,394.23,394.23,25.21,48.48,50.31,35.99,1642.19,1642.19,646.33,9.63,9.63,4.13,5.67,7.08,11.25,112,132,39,201,238,57,24,24,23,52.67,52.15,4.49,1399.59,1367.16,32.43,10409.15,3361.45,3283.55,77.89,21306.83,20813.09,1254.47,328.69,4082.65,0.001,0,151,37059.6,148.24,273043.08,1092.17,359262.52,93.68,1437.05,84,2254.1,9.02,5364.78,21.46,6326.5,3.52,25.31,55.31,1.3,6,7.4,"Error for Changed ""追踪止损激活ATR倍数（空头）"": 4 => 4.: The tradingview calculation process has not started for the strategy based on these parameter values",true,true,true,13,21,8,true,13,0,true,89,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
374123.73,1496.49,6529.85,3.35,121,47.11,"57/121",12.262,25000,0,0,374123.73,1496.49,367452.71,1469.81,6671.02,26.68,407343.36,1629.37,391928.64,1567.71,15414.72,61.66,33219.62,132.88,24475.93,97.9,8743.69,34.97,12.262,16.013,1.763,2570.52,2096.66,473.86,3091.93,4322.97,185.31,234245.35,936.98,936.98,139878.39,0.124,30.05,121,85,36,0,0,0,57,42,15,64,43,21,47.11,49.41,41.67,3091.93,9.32,4322.97,12.57,185.31,1.65,7146.37,23.98,9331.63,29.23,1027.65,9.29,519.06,3.74,569.21,3.71,416.37,3.81,13.768,16.394,2.468,201738.51,201738.51,3893.26,394.23,394.23,25.21,49.53,51.47,25.26,1733.58,1733.58,728.38,12.11,9.63,12.11,5.22,7.08,8.33,103,132,34,193,242,55,23,24,20,54.17,53.76,3.76,1496.49,1469.81,26.68,10983.65,3406.19,3345.45,60.74,21580.94,21196.13,915.87,348.18,4453.8,0.001,0,134,39740.66,158.96,297876.8,1191.51,387812.37,94.11,1551.25,115,2861.86,11.45,5592.72,22.37,6529.85,3.35,26.12,57.29,1.4,5.9,7.3,"Error for Changed all parameters randomly.: The tradingview calculation process has not started for the strategy based on these parameter values",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,1,0.5,144,"RMA",576,"RMA"
347715.81,1390.86,4848.71,3.24,89,55.06,"49/89",17.264,25000,0,0,347715.81,1390.86,339633.13,1358.53,8082.68,32.33,369095.9,1476.38,357350.39,1429.4,11745.52,46.98,21380.09,85.52,17717.25,70.87,3662.84,14.65,17.264,20.17,3.207,2080.6,1814.43,266.17,3906.92,4783.57,449.04,211362.83,845.45,845.45,136352.98,0.124,32.344,89,71,18,0,0,0,49,39,10,40,32,8,55.06,54.93,55.56,3906.92,12.52,4783.57,14.89,449.04,3.18,7532.57,25.66,9162.83,30.01,1174.55,8.69,534.5,3.57,553.66,3.54,457.86,3.69,14.093,16.549,2.565,178789.53,178789.53,3941.92,378.51,378.51,25.21,48.44,50.03,33.56,1463.57,1463.57,607.95,8.59,8.59,4.13,6.85,8.26,16.6,127,151,31,212,254,50,23,26,8,52.53,52.01,4.47,1390.86,1358.53,32.33,8890.41,3911.13,3820.22,90.91,23758.07,23205.82,1329.49,319.52,4041.7,0.001,0,136,33272.53,133.09,267967.23,1071.87,355614.95,93.6,1422.46,72,1837.47,7.35,4489.62,17.96,4848.71,3.24,19.39,71.71,1.3,6,7.4,"Error for Changed ""ATR追踪止损倍数（空头）"": 3 => 3.: The tradingview calculation process has not started for the strategy based on these parameter values",true,true,true,13,21,8,true,13,0,true,89,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
349282.91,1397.13,4848.71,3.24,98,54.08,"53/98",16.569,25000,0,0,349282.91,1397.13,339633.13,1358.53,9649.78,38.6,371717.03,1486.87,357350.39,1429.4,14366.64,57.47,22434.12,89.74,17717.25,70.87,4716.87,18.87,16.569,20.17,3.046,2140.52,1814.43,326.09,3564.11,4783.57,357.4,211398.39,845.59,845.59,137884.52,0.124,32.161,98,71,27,0,0,0,53,39,14,45,32,13,54.08,54.93,51.85,3564.11,11.63,4783.57,14.89,357.4,3.06,7013.53,24.55,9162.83,30.01,1026.19,9.35,498.54,3.59,553.66,3.54,362.84,3.71,14.068,16.549,2.828,178789.53,178789.53,3941.92,378.51,378.51,25.21,48.1,50.03,27.44,1463.57,1463.57,607.95,8.59,8.59,6.12,6.52,8.26,12.89,118,151,31,200,254,50,22,26,11,52.63,52.01,5.23,1397.13,1358.53,38.6,8890.41,3928.76,3820.22,108.54,23865.15,23205.82,1587.26,320.5,4041.7,0.001,0,136,33464.91,133.86,267967.23,1071.87,356514.74,93.61,1426.06,72,1880.59,7.52,4489.58,17.96,4848.71,3.24,19.39,72.04,1.3,5.9,7.3,"Error for Changed ""ATR追踪止损倍数（空头）"": 3 => 3.: The tradingview calculation process has not started for the strategy based on these parameter values",true,true,true,13,21,8,true,13,0,true,89,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,1,0.5,144,"RMA",576,"RMA"
