"Total P&L","Total P&L %","Max equity drawdown","Max equity drawdown %","Total trades","Profitable trades","Profitable trades ratio","Profit factor","Initial capital","Open P&L","Open P&L %","Net P&L: All","Net P&L %: All","Net P&L: Long","Net P&L %: Long","Net P&L: Short","Net P&L %: Short","Gross profit: All","Gross profit %: All","Gross profit: Long","Gross profit %: Long","Gross profit: Short","Gross profit %: Short","Gross loss: All","Gross loss %: All","Gross loss: Long","Gross loss %: Long","Gross loss: Short","Gross loss %: Short","Profit factor: All","Profit factor: Long","Profit factor: Short","Commission paid: All","Commission paid: Long","Commission paid: Short","Expected payoff: All","Expected payoff: Long","Expected payoff: Short","Buy & hold return","Buy & hold return %","Buy & hold % gain","Strategy outperformance","Sharpe ratio","Sortino ratio","Total trades: All","Total trades: Long","Total trades: Short","Total open trades: All","Total open trades: Long","Total open trades: Short","Winning trades: All","Winning trades: Long","Winning trades: Short","Losing trades: All","Losing trades: Long","Losing trades: Short","Percent profitable: All","Percent profitable: Long","Percent profitable: Short","Avg P&L: All","Avg P&L %: All","Avg P&L: Long","Avg P&L %: Long","Avg P&L: Short","Avg P&L %: Short","Avg winning trade: All","Avg winning trade %: All","Avg winning trade: Long","Avg winning trade %: Long","Avg winning trade: Short","Avg winning trade %: Short","Avg losing trade: All","Avg losing trade %: All","Avg losing trade: Long","Avg losing trade %: Long","Avg losing trade: Short","Avg losing trade %: Short","Ratio avg win / avg loss: All","Ratio avg win / avg loss: Long","Ratio avg win / avg loss: Short","Largest winning trade: All","Largest winning trade: Long","Largest winning trade: Short","Largest winning trade percent: All","Largest winning trade percent: Long","Largest winning trade percent: Short","Largest winner as % of gross profit: All","Largest winner as % of gross profit: Long","Largest winner as % of gross profit: Short","Largest losing trade: All","Largest losing trade: Long","Largest losing trade: Short","Largest losing trade percent: All","Largest losing trade percent: Long","Largest losing trade percent: Short","Largest loser as % of gross loss: All","Largest loser as % of gross loss: Long","Largest loser as % of gross loss: Short","Avg # bars in trades: All","Avg # bars in trades: Long","Avg # bars in trades: Short","Avg # bars in winning trades: All","Avg # bars in winning trades: Long","Avg # bars in winning trades: Short","Avg # bars in losing trades: All","Avg # bars in losing trades: Long","Avg # bars in losing trades: Short","Annualized return (CAGR): All","Annualized return (CAGR): Long","Annualized return (CAGR): Short","Return on initial capital: All","Return on initial capital: Long","Return on initial capital: Short","Account size required","Return on account size required: All","Return on account size required: Long","Return on account size required: Short","Net profit as % of largest loss: All","Net profit as % of largest loss: Long","Net profit as % of largest loss: Short","Avg margin used: All","Max margin used","Margin efficiency","Margin calls","Avg equity run-up duration (close-to-close)","Avg equity run-up (close-to-close)","Avg equity run-up (close-to-close) %","Max equity run-up (close-to-close)","Max equity run-up (close-to-close) %","Max equity run-up (intrabar)","Max equity run-up (intrabar) %","Max equity run-up as % of initial capital (intrabar)","Avg equity drawdown duration (close-to-close)","Avg equity drawdown (close-to-close)","Avg equity drawdown (close-to-close) %","Max equity drawdown (close-to-close)","Max equity drawdown (close-to-close) %","Max equity drawdown (intrabar)","Max equity drawdown (intrabar) %","Max equity drawdown as % of initial capital (intrabar)","Return of max equity drawdown","_setTime_","_parseTime_","_duration_","comment","__启用牛熊过滤器","__启用P1形态切换平多","__启用P4形态切换平空","__MACD快线周期","__MACD慢线周期","__MACD信号线周期","__启用OBV过滤器","__OBV振荡器EMA周期","__启用双系统突破","__系统1失败过滤","__S1周期（短周期）","__S2周期（长周期）","__全局基础风险比例(%)","__实盘模式（固定本金）","__实盘本金（USDT）","__启用最大开仓量上限","__最大开仓量上限（BTC）","__P1 做多倍数 (突破)","__P2 做多倍数 (MACD)","__P3 做多倍数 (MACD)","__P4 做空倍数 (突破)","__P5 做多倍数","__P5 做空倍数","__P6 做多倍数","__P6 做空倍数","__启用P1损失冷却期","__冷却期长度（K线数）","__冷却期内P1倍数","__启用价格止损","__止损比例(%)","__ATR初始止损倍数","__ATR追踪止损倍数（多头）","__ATR追踪止损倍数（空头）","__启用追踪止损","__追踪止损激活ATR倍数（多头）","__追踪止损激活ATR倍数（空头）","__激活追踪时保本止损","__启用加仓（金字塔）","__最大加仓次数（多头）","__最大加仓次数（空头）","__加仓数量倍数","__MA1周期","__MA1类型","__MA2周期","__MA2类型"
347459.02,1389.84,6326.5,3.52,109,49.54,"54/109",12.807,25000,0,0,347459.02,1389.84,341790.01,1367.16,5669.01,22.68,376887.65,1507.55,365000.64,1460,11887,47.55,29428.63,117.71,23210.64,92.84,6217.99,24.87,12.807,15.726,1.912,2407.24,2044.16,363.08,3187.7,4021.06,236.21,234172.51,936.69,936.69,113286.5,0.123,28.516,109,85,24,0,0,0,54,43,11,55,42,13,49.54,50.59,45.83,3187.7,10.18,4021.06,12.55,236.21,1.79,6979.4,24.39,8488.39,28.46,1080.64,8.46,535.07,3.76,552.63,3.74,478.31,3.85,13.044,15.36,2.259,183648.3,183648.3,2772.34,394.23,394.23,25.21,48.73,50.31,23.32,1642.19,1642.19,646.33,9.63,9.63,4.13,5.58,7.08,10.39,112,132,38,200,238,53,24,24,25,52.51,52.15,3.24,1389.84,1367.16,22.68,10409.15,3338.02,3283.55,54.46,21158.3,20813.09,877.1,328.69,4082.65,0.001,0,137,36842.41,147.37,273043.08,1092.17,358834.71,93.68,1435.34,99,2283.8,9.14,5364.78,21.46,6326.5,3.52,25.31,54.92,1.4,2.5,3.9,"Changed all parameters randomly.",true,true,true,13,21,8,true,13,0,true,89,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,5,true,true,1,0,0.5,144,"RMA",576,"RMA"
240988.03,963.95,6235.15,2.86,75,40,"30/75",12.039,25000,0,0,240988.03,963.95,235319.02,941.28,5669.01,22.68,262818.23,1051.27,250931.22,1003.72,11887,47.55,21830.19,87.32,15612.2,62.45,6217.99,24.87,12.039,16.073,1.912,1758.13,1395.05,363.08,3213.17,4614.1,236.21,234156.4,936.63,936.63,6831.63,0.125,23.775,75,51,24,0,0,0,30,19,11,45,32,13,40,37.25,45.83,3213.17,8.2,4614.1,11.22,236.21,1.79,8760.61,25.14,13206.91,34.8,1080.64,8.46,485.12,3.09,487.88,2.78,478.31,3.85,18.059,27.07,2.259,183648.3,183648.3,2772.34,394.23,394.23,25.21,69.88,73.19,23.32,1497.77,1497.77,646.33,4.13,4.13,4.13,6.86,9.59,10.39,96,123,38,200,284,53,27,27,25,44.7,44.21,3.24,963.95,941.28,22.68,8973.6,2685.52,2622.35,63.17,16089.75,15711.26,877.1,230.55,2738.45,0.001,0,180,33655.59,134.62,193031.73,772.13,245134.96,90.87,980.54,96,1923.52,7.69,5273.43,21.09,6235.15,2.86,24.94,38.65,1.4,2.1,3.5,"Changed ""最大加仓次数（多头）"": 1 => 0.",true,true,true,13,21,8,true,13,0,true,89,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,5,true,true,0,0,0.5,144,"RMA",576,"RMA"
347459.02,1389.84,6326.5,3.52,109,49.54,"54/109",12.807,25000,0,0,347459.02,1389.84,341790.01,1367.16,5669.01,22.68,376887.65,1507.55,365000.64,1460,11887,47.55,29428.63,117.71,23210.64,92.84,6217.99,24.87,12.807,15.726,1.912,2407.24,2044.16,363.08,3187.7,4021.06,236.21,234200.55,936.8,936.8,113258.47,0.123,28.516,109,85,24,0,0,0,54,43,11,55,42,13,49.54,50.59,45.83,3187.7,10.18,4021.06,12.55,236.21,1.79,6979.4,24.39,8488.39,28.46,1080.64,8.46,535.07,3.76,552.63,3.74,478.31,3.85,13.044,15.36,2.259,183648.3,183648.3,2772.34,394.23,394.23,25.21,48.73,50.31,23.32,1642.19,1642.19,646.33,9.63,9.63,4.13,5.58,7.08,10.39,112,132,38,200,238,53,24,24,25,52.51,52.15,3.24,1389.84,1367.16,22.68,10409.15,3338.02,3283.55,54.46,21158.3,20813.09,877.1,328.69,4082.65,0.001,0,137,36842.41,147.37,273043.08,1092.17,358834.71,93.68,1435.34,99,2283.8,9.14,5364.78,21.46,6326.5,3.52,25.31,54.92,1.4,2.7,4.2,"Changed ""最大加仓次数（多头）"": 0 => 1.",true,true,true,13,21,8,true,13,0,true,89,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,5,true,true,1,0,0.5,144,"RMA",576,"RMA"
373048.26,1492.19,6529.85,3.35,110,48.18,"53/110",12.746,25000,0,0,373048.26,1492.19,367452.71,1469.81,5595.55,22.38,404806.6,1619.23,391928.64,1567.71,12877.96,51.51,31758.34,127.03,24475.93,97.9,7282.41,29.13,12.746,16.013,1.768,2506.37,2096.66,409.71,3391.35,4322.97,223.82,234200.87,936.8,936.8,138847.39,0.124,30.265,110,85,25,0,0,0,53,42,11,57,43,14,48.18,49.41,44,3391.35,10.11,4322.97,12.57,223.82,1.76,7637.86,24.96,9331.63,29.23,1170.72,8.65,557.16,3.69,569.21,3.71,520.17,3.64,13.708,16.394,2.251,201738.51,201738.51,3893.26,394.23,394.23,25.21,49.84,51.47,30.23,1733.58,1733.58,728.38,9.63,9.63,4.13,5.46,7.08,10,110,132,34,202,242,52,24,24,21,54.1,53.76,3.21,1492.19,1469.81,22.38,10983.65,3396.4,3345.45,50.94,21518.9,21196.13,768.22,346.92,4453.8,0.001,0,134,36034.89,144.14,297876.8,1191.51,387310.15,94.1,1549.24,88,2549.72,10.2,5564.28,22.26,6529.85,3.35,26.12,57.13,1.4,2.4,3.8,"Changed ""追踪止损激活ATR倍数（空头）"": 4 => 4.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
371288.8,1485.16,6529.85,3.35,109,47.71,"52/109",12.87,25000,0,0,371288.8,1485.16,367452.71,1469.81,3836.09,15.34,402567.9,1610.27,391928.64,1567.71,10639.26,42.56,31279.1,125.12,24475.93,97.9,6803.17,27.21,12.87,16.013,1.564,2489.92,2096.66,393.26,3406.32,4322.97,159.84,234204.1,936.82,936.82,137084.7,0.124,30.219,109,85,24,0,0,0,52,42,10,57,43,14,47.71,49.41,41.67,3406.32,10.08,4322.97,12.57,159.84,1.27,7741.69,25.12,9331.63,29.23,1063.93,7.83,548.76,3.64,569.21,3.71,485.94,3.41,14.108,16.394,2.189,201738.51,201738.51,3390.95,394.23,394.23,22.21,50.11,51.47,31.87,1733.58,1733.58,728.38,9.63,9.63,4.13,5.54,7.08,10.71,112,132,42,210,242,75,23,24,19,54,53.76,2.26,1485.16,1469.81,15.34,10983.65,3380.38,3345.45,34.93,21417.41,21196.13,526.66,347.72,4453.8,0.001,0,135,39404.84,157.62,297876.8,1191.51,385791.59,94.08,1543.17,115,2796.45,11.19,5569.6,22.28,6529.85,3.35,26.12,56.86,1.4,2.8,4.2,"Changed ""ATR追踪止损倍数（空头）"": 3 => 4.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,4,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
373048.26,1492.19,6529.85,3.35,110,48.18,"53/110",12.746,25000,0,0,373048.26,1492.19,367452.71,1469.81,5595.55,22.38,404806.6,1619.23,391928.64,1567.71,12877.96,51.51,31758.34,127.03,24475.93,97.9,7282.41,29.13,12.746,16.013,1.768,2506.37,2096.66,409.71,3391.35,4322.97,223.82,234203.77,936.82,936.82,138844.49,0.124,30.265,110,85,25,0,0,0,53,42,11,57,43,14,48.18,49.41,44,3391.35,10.11,4322.97,12.57,223.82,1.76,7637.86,24.96,9331.63,29.23,1170.72,8.65,557.16,3.69,569.21,3.71,520.17,3.64,13.708,16.394,2.251,201738.51,201738.51,3893.26,394.23,394.23,25.21,49.84,51.47,30.23,1733.58,1733.58,728.38,9.63,9.63,4.13,5.46,7.08,10,110,132,34,202,242,52,24,24,21,54.1,53.76,3.21,1492.19,1469.81,22.38,10983.65,3396.4,3345.45,50.94,21518.9,21196.13,768.22,346.92,4453.8,0.001,0,134,36034.89,144.14,297876.8,1191.51,387310.15,94.1,1549.24,88,2549.72,10.2,5564.28,22.26,6529.85,3.35,26.12,57.13,1.4,3,4.4,"Changed all parameters randomly.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
260079.98,1040.32,6432.58,2.71,76,39.47,"30/76",12.32,25000,0,0,260079.98,1040.32,254484.42,1017.94,5595.55,22.38,283054.96,1132.22,270177,1080.71,12877.96,51.51,22974.98,91.9,15692.58,62.77,7282.41,29.13,12.32,17.217,1.768,1839.42,1429.71,409.71,3422.1,4989.89,223.82,234204.1,936.82,936.82,25875.88,0.125,25.314,76,51,25,0,0,0,30,19,11,46,32,14,39.47,37.25,44,3422.1,8.12,4989.89,11.24,223.82,1.76,9435.17,25.21,14219.84,34.8,1170.72,8.65,499.46,3.02,490.39,2.75,520.17,3.64,18.891,28.997,2.251,201738.51,201738.51,3893.26,394.23,394.23,25.21,71.27,74.67,30.23,1607.16,1607.16,728.38,4.13,4.13,4.13,7,10.24,10,94,123,34,199,284,52,25,27,21,46.27,45.82,3.21,1040.32,1017.94,22.38,9440.78,2754.86,2695.59,59.27,16182.57,15834.4,768.22,243.9,3008.2,0.001,0,195,42164.24,168.66,212429.78,849.72,265543.48,91.51,1062.17,106,2030.72,8.12,5466.98,21.87,6432.58,2.71,25.73,40.43,1.4,3.1,4.5,"Changed ""最大加仓次数（多头）"": 1 => 0.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,0,0,0.5,144,"RMA",576,"RMA"
243427.11,973.71,6235.15,2.86,74,40.54,"30/74",12.399,25000,0,0,243427.11,973.71,235319.02,941.28,8108.09,32.43,264782.02,1059.13,250931.22,1003.72,13850.79,55.4,21354.91,85.42,15612.2,62.45,5742.71,22.97,12.399,16.073,2.412,1736.63,1395.05,341.58,3289.56,4614.1,352.53,234203.77,936.82,936.82,9223.33,0.125,23.991,74,51,23,0,0,0,30,19,11,44,32,12,40.54,37.25,47.83,3289.56,8.45,4614.1,11.22,352.53,2.29,8826.07,25.33,13206.91,34.8,1259.16,8.96,485.34,3.07,487.88,2.78,478.56,3.83,18.185,27.07,2.631,183648.3,183648.3,4985.52,394.23,394.23,25.21,69.36,73.19,35.99,1497.77,1497.77,646.33,4.13,4.13,4.13,7.01,9.59,11.25,97,123,39,201,284,57,26,27,23,44.9,44.21,4.49,973.71,941.28,32.43,8973.6,2712.7,2622.35,90.35,16252.6,15711.26,1254.47,230.54,2738.45,0.001,0,180,34004.03,136.02,193031.73,772.13,246834.6,90.92,987.34,96,1923.52,7.69,5273.43,21.09,6235.15,2.86,24.94,39.04,1.4,2.3,3.7,"Changed ""S1周期（短周期）"": 55 => 89.",true,true,true,13,21,8,true,13,0,true,89,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,0,0,0.5,144,"RMA",576,"RMA"
260079.98,1040.32,6432.58,2.71,76,39.47,"30/76",12.32,25000,0,0,260079.98,1040.32,254484.42,1017.94,5595.55,22.38,283054.96,1132.22,270177,1080.71,12877.96,51.51,22974.98,91.9,15692.58,62.77,7282.41,29.13,12.32,17.217,1.768,1839.42,1429.71,409.71,3422.1,4989.89,223.82,234204.1,936.82,936.82,25875.88,0.125,25.314,76,51,25,0,0,0,30,19,11,46,32,14,39.47,37.25,44,3422.1,8.12,4989.89,11.24,223.82,1.76,9435.17,25.21,14219.84,34.8,1170.72,8.65,499.46,3.02,490.39,2.75,520.17,3.64,18.891,28.997,2.251,201738.51,201738.51,3893.26,394.23,394.23,25.21,71.27,74.67,30.23,1607.16,1607.16,728.38,4.13,4.13,4.13,7,10.24,10,94,123,34,199,284,52,25,27,21,46.27,45.82,3.21,1040.32,1017.94,22.38,9440.78,2754.86,2695.59,59.27,16182.57,15834.4,768.22,243.9,3008.2,0.001,0,195,42164.24,168.66,212429.78,849.72,265543.48,91.51,1062.17,106,2030.72,8.12,5466.98,21.87,6432.58,2.71,25.73,40.43,1.4,6,7.4,"Changed ""S1周期（短周期）"": 89 => 55.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,0,0,0.5,144,"RMA",576,"RMA"
209254.06,837.02,8032.13,4.53,120,46.67,"56/120",6.937,25000,0,0,209254.06,837.02,203658.51,814.63,5595.55,22.38,244499.09,978,231621.13,926.48,12877.96,51.51,35245.03,140.98,27962.62,111.85,7282.41,29.13,6.937,8.283,1.768,2561.67,2151.96,409.71,1743.78,2143.77,223.82,234203.77,936.82,936.82,-24949.72,0.137,11.951,120,95,25,0,0,0,56,45,11,64,50,14,46.67,47.37,44,1743.78,5.54,2143.77,6.54,223.82,1.76,4366.06,16.27,5147.14,18.14,1170.72,8.65,550.7,3.84,559.25,3.9,520.17,3.64,7.928,9.204,2.251,94129.45,94129.45,3893.26,183.94,183.94,25.21,38.5,40.64,30.23,1733.58,1733.58,728.38,9.63,9.63,4.13,4.92,6.2,10,88,102,34,163,190,52,23,23,21,41.85,41.32,3.21,837.02,814.63,22.38,10915.29,1917.07,1865.81,51.26,12070.6,11747.83,768.22,206.11,2883.16,0.001,0,140,23278.73,93.11,138555.85,554.22,227120.36,90.34,908.48,120,3129.58,12.52,7066.54,28.27,8032.13,4.53,32.13,26.05,1.4,3.1,4.5,"Changed ""ATR追踪止损倍数（多头）"": 11 => 8.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,8,3,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
206919.56,827.68,8032.13,4.53,114,44.74,"51/114",7.244,25000,0,0,206919.56,827.68,203658.51,814.63,3261.05,13.04,240058.23,960.23,231621.13,926.48,8437.1,33.75,33138.67,132.55,27962.62,111.85,5176.05,20.7,7.244,8.283,1.63,2464.07,2151.96,312.11,1815.08,2143.77,171.63,234203.77,936.82,936.82,-27284.22,0.137,11.804,114,95,19,0,0,0,51,45,6,63,50,13,44.74,47.37,31.58,1815.08,5.8,2143.77,6.54,171.63,2.13,4707.02,17.51,5147.14,18.14,1406.18,12.82,526.01,3.67,559.25,3.9,398.16,2.8,8.949,9.204,3.532,94129.45,94129.45,4022.68,183.94,183.94,51.32,39.21,40.64,47.68,1733.58,1733.58,728.38,9.63,9.63,4.13,5.23,6.2,14.07,100,102,91,194,190,225,24,23,29,41.63,41.32,1.93,827.68,814.63,13.04,10915.29,1895.69,1865.81,29.88,11935.94,11747.83,447.71,211.06,2883.16,0.001,0,140,23145.03,92.58,138555.85,554.22,226415.04,90.32,905.66,120,3272.08,13.09,7066.54,28.27,8032.13,4.53,32.13,25.76,1.4,2.1,3.5,"Changed all parameters randomly.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,8,6,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
146891.28,587.57,7280.88,5.62,75,34.67,"26/75",7.334,25000,0,0,146891.28,587.57,143630.23,574.52,3261.05,13.04,170083.95,680.34,161646.85,646.59,8437.1,33.75,23192.68,92.77,18016.63,72.07,5176.05,20.7,7.334,8.972,1.63,1789.06,1476.95,312.11,1958.55,2564.83,171.63,234204.1,936.82,936.82,-87312.82,0.139,9.027,75,56,19,0,0,0,26,20,6,49,36,13,34.67,35.71,31.58,1958.55,5.3,2564.83,6.38,171.63,2.13,6541.69,20.48,8082.34,22.78,1406.18,12.82,473.32,2.75,500.46,2.73,398.16,2.8,13.821,16.15,3.532,94129.45,94129.45,4022.68,183.94,183.94,51.32,55.34,58.23,47.68,1607.16,1607.16,728.38,4.13,4.13,4.13,6.93,8.92,14.07,98,100,91,230,232,225,27,27,29,35.15,34.75,1.93,587.57,574.52,13.04,9228.23,1591.76,1556.42,35.34,9139.8,8936.89,447.71,154.52,1947.35,0.001,0,183,21470.66,85.88,104820.74,419.28,155595.45,86.34,622.38,126,2465.56,9.86,6315.3,25.26,7280.88,5.62,29.12,20.17,1.3,2.5,3.8,"Changed ""最大加仓次数（多头）"": 1 => 0.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,8,6,true,3,4,true,true,0,0,0.5,144,"RMA",576,"RMA"
147931.52,591.73,7280.88,5.62,79,35.44,"28/79",6.956,25000,0,0,147931.52,591.73,143630.23,574.52,4301.29,17.21,172767.95,691.07,161646.85,646.59,11121.09,44.48,24836.43,99.35,18016.63,72.07,6819.8,27.28,6.956,8.972,1.631,1856.08,1476.95,379.13,1872.55,2564.83,187.01,234204.1,936.82,936.82,-86272.58,0.139,9.035,79,56,23,0,0,0,28,20,8,51,36,15,35.44,35.71,34.78,1872.55,4.9,2564.83,6.38,187.01,1.3,6170.28,19.05,8082.34,22.78,1390.14,9.74,486.99,2.87,500.46,2.73,454.65,3.2,12.67,16.15,3.058,94129.45,94129.45,5408,183.94,183.94,39.91,54.48,58.23,48.63,1607.16,1607.16,728.38,4.13,4.13,4.13,6.47,8.92,10.68,89,100,62,205,232,138,26,27,22,35.28,34.75,2.51,591.73,574.52,17.21,9228.23,1603.03,1556.42,46.61,9204.52,8936.89,590.53,153.69,1947.35,0.001,0,183,21540.3,86.16,104820.74,419.28,156766.41,86.42,627.07,126,2376.64,9.51,6315.3,25.26,7280.88,5.62,29.12,20.32,1.4,3.8,5.3,"Changed all parameters randomly.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,8,5,true,3,4,true,true,0,0,0.5,144,"RMA",576,"RMA"
373048.26,1492.19,6529.85,3.35,110,48.18,"53/110",12.746,25000,0,0,373048.26,1492.19,367452.71,1469.81,5595.55,22.38,404806.6,1619.23,391928.64,1567.71,12877.96,51.51,31758.34,127.03,24475.93,97.9,7282.41,29.13,12.746,16.013,1.768,2506.37,2096.66,409.71,3391.35,4322.97,223.82,234203.77,936.82,936.82,138844.49,0.124,30.265,110,85,25,0,0,0,53,42,11,57,43,14,48.18,49.41,44,3391.35,10.11,4322.97,12.57,223.82,1.76,7637.86,24.96,9331.63,29.23,1170.72,8.65,557.16,3.69,569.21,3.71,520.17,3.64,13.708,16.394,2.251,201738.51,201738.51,3893.26,394.23,394.23,25.21,49.84,51.47,30.23,1733.58,1733.58,728.38,9.63,9.63,4.13,5.46,7.08,10,110,132,34,202,242,52,24,24,21,54.1,53.76,3.21,1492.19,1469.81,22.38,10983.65,3396.4,3345.45,50.94,21518.9,21196.13,768.22,346.92,4453.8,0.001,0,134,36034.89,144.14,297876.8,1191.51,387310.15,94.1,1549.24,88,2549.72,10.2,5564.28,22.26,6529.85,3.35,26.12,57.13,1.4,3.5,4.8,"Changed ""追踪止损激活ATR倍数（多头）"": 3 => 3.",true,true,true,13,21,8,true,13,0,true,55,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
349898.09,1399.59,6326.5,3.52,108,50,"54/108",13.085,25000,0,0,349898.09,1399.59,341790.01,1367.16,8108.09,32.43,378851.44,1515.41,365000.64,1460,13850.79,55.4,28953.34,115.81,23210.64,92.84,5742.71,22.97,13.085,15.726,2.412,2385.74,2044.16,341.58,3239.8,4021.06,352.53,234203.77,936.82,936.82,115694.32,0.123,28.625,108,85,23,0,0,0,54,43,11,54,42,12,50,50.59,47.83,3239.8,10.37,4021.06,12.55,352.53,2.29,7015.77,24.49,8488.39,28.46,1259.16,8.96,536.17,3.76,552.63,3.74,478.56,3.83,13.085,15.36,2.631,183648.3,183648.3,4985.52,394.23,394.23,25.21,48.48,50.31,35.99,1642.19,1642.19,646.33,9.63,9.63,4.13,5.67,7.08,11.25,112,132,39,201,238,57,24,24,23,52.67,52.15,4.49,1399.59,1367.16,32.43,10409.15,3361.45,3283.55,77.89,21306.83,20813.09,1254.47,328.69,4082.65,0.001,0,151,37059.6,148.24,273043.08,1092.17,359262.52,93.68,1437.05,84,2254.1,9.02,5364.78,21.46,6326.5,3.52,25.31,55.31,1.4,2.8,4.2,"Changed ""S1周期（短周期）"": 55 => 89.",true,true,true,13,21,8,true,13,0,true,89,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
347715.81,1390.86,4848.71,3.24,89,55.06,"49/89",17.264,25000,0,0,347715.81,1390.86,339633.13,1358.53,8082.68,32.33,369095.9,1476.38,357350.39,1429.4,11745.52,46.98,21380.09,85.52,17717.25,70.87,3662.84,14.65,17.264,20.17,3.207,2080.6,1814.43,266.17,3906.92,4783.57,449.04,211324.93,845.3,845.3,136390.88,0.124,32.344,89,71,18,0,0,0,49,39,10,40,32,8,55.06,54.93,55.56,3906.92,12.52,4783.57,14.89,449.04,3.18,7532.57,25.66,9162.83,30.01,1174.55,8.69,534.5,3.57,553.66,3.54,457.86,3.69,14.093,16.549,2.565,178789.53,178789.53,3941.92,378.51,378.51,25.21,48.44,50.03,33.56,1463.57,1463.57,607.95,8.59,8.59,4.13,6.85,8.26,16.6,127,151,31,212,254,50,23,26,8,52.53,52.01,4.47,1390.86,1358.53,32.33,8890.41,3911.13,3820.22,90.91,23758.07,23205.82,1329.49,319.52,4041.7,0.001,0,136,33272.53,133.09,267967.23,1071.87,355614.95,93.6,1422.46,72,1837.47,7.35,4489.62,17.96,4848.71,3.24,19.39,71.71,1.4,2.8,4.2,"Changed ""S2周期（长周期）"": 89 => 144.",true,true,true,13,21,8,true,13,0,true,89,144,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
349898.09,1399.59,6326.5,3.52,108,50,"54/108",13.085,25000,0,0,349898.09,1399.59,341790.01,1367.16,8108.09,32.43,378851.44,1515.41,365000.64,1460,13850.79,55.4,28953.34,115.81,23210.64,92.84,5742.71,22.97,13.085,15.726,2.412,2385.74,2044.16,341.58,3239.8,4021.06,352.53,234203.77,936.82,936.82,115694.32,0.123,28.625,108,85,23,0,0,0,54,43,11,54,42,12,50,50.59,47.83,3239.8,10.37,4021.06,12.55,352.53,2.29,7015.77,24.49,8488.39,28.46,1259.16,8.96,536.17,3.76,552.63,3.74,478.56,3.83,13.085,15.36,2.631,183648.3,183648.3,4985.52,394.23,394.23,25.21,48.48,50.31,35.99,1642.19,1642.19,646.33,9.63,9.63,4.13,5.67,7.08,11.25,112,132,39,201,238,57,24,24,23,52.67,52.15,4.49,1399.59,1367.16,32.43,10409.15,3361.45,3283.55,77.89,21306.83,20813.09,1254.47,328.69,4082.65,0.001,0,151,37059.6,148.24,273043.08,1092.17,359262.52,93.68,1437.05,84,2254.1,9.02,5364.78,21.46,6326.5,3.52,25.31,55.31,1.4,5.9,7.3,"Changed ""S2周期（长周期）"": 144 => 89.",true,true,true,13,21,8,true,13,0,true,89,89,1,true,25000,0,10,4,2,2,2,1,1,1,1,true,55,1,true,4,2,11,3,true,3,4,true,true,1,0,0.5,144,"RMA",576,"RMA"
