"Total PnL","Total PnL %","Max drawdown","Max drawdown %","Profitable trades","Profitable trades ratio","Profit factor","Initial capital","Open PnL: All","Open PnL %: All","Net PnL: All","Net PnL %: All","Net PnL: Long","Net PnL %: Long","Net PnL: Short","Net PnL %: Short","Gross profit: All","Gross profit %: All","Gross profit: Long","Gross profit %: Long","Gross profit: Short","Gross profit %: Short","Gross loss: All","Gross loss %: All","Gross loss: Long","Gross loss %: Long","Gross loss: Short","Gross loss %: Short","Profit factor: All","Profit factor: Long","Profit factor: Short","Commission paid: All","Commission paid: Long","Commission paid: Short","Expected payoff: All","Expected payoff: Long","Expected payoff: Short","Buy and hold PnL: All","Buy and hold PnL %: All","Buy and hold % gain: All","Strategy outperformance","Sharpe ratio","Sortino ratio","_setTime_","_parseTime_","_duration_","comment","__启用实盘时间过滤器","__启用牛熊过滤器","__启用P1形态切换平多","__启用P4形态切换平空","__MACD快线周期","__MACD慢线周期","__MACD信号线周期","__启用OBV过滤器","__OBV振荡器EMA周期","__启用双系统突破","__系统1失败过滤","__S1周期（短周期）","__S2周期（长周期）","__全局基础风险比例(%)","__实盘模式（固定本金）","__实盘本金（USDT）","__启用最大开仓量上限","__最大开仓量上限（BTC）","__P1 做多倍数 (突破)","__P2 做多倍数 (MACD)","__P3 做多倍数 (MACD)","__P4 做空倍数 (突破)","__P5 做多倍数","__P5 做空倍数","__P6 做多倍数","__P6 做空倍数","__启用P1损失冷却期","__冷却期内P1倍数","__启用价格止损","__止损比例(%)","__ATR初始止损倍数","__ATR追踪止损倍数（多头）","__ATR追踪止损倍数（空头）","__启用追踪止损","__追踪止损激活ATR倍数（多头）","__追踪止损激活ATR倍数（空头）","__激活追踪时保本止损","__启用加仓（金字塔）","__最大加仓次数（多头）","__最大加仓次数（空头）","__加仓数量倍数","__MA1周期","__MA1类型","__MA2周期","__MA2类型"
32212.48,322.12,2885.02,8.22,50,"39/78",3.259,10000,5129.82,13.83,27082.67,270.83,21727.44,217.27,5355.23,53.55,39073.39,390.73,31714.78,317.15,7358.61,73.59,11990.72,119.91,9987.34,99.87,2003.38,20.03,3.259,3.175,3.673,1587.85,1218.94,368.92,347.21,362.12,297.51,5897.17,58.97,58.97,21185.49,0.287,1.961,1.2,4.1,5.4,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,4,4,,,,,,,,,
32226.75,322.27,2926.75,8.32,50,"39/78",3.27,10000,5133.18,13.84,27093.57,270.94,21738.34,217.38,5355.23,53.55,39029.8,390.3,31671.19,316.71,7358.61,73.59,11936.23,119.36,9932.85,99.33,2003.38,20.03,3.27,3.189,3.673,1595.26,1226.34,368.92,347.35,362.31,297.51,5895.06,58.95,58.95,21198.51,0.287,1.964,1.2,4.1,5.3,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,4,,5,4,,,,,,,,,
35324.22,353.24,4687.62,11.91,49.35,"38/77",3.327,10000,5515.24,13.85,29808.98,298.09,24262.92,242.63,5546.06,55.46,42616.8,426.17,34938.8,349.39,7678,76.78,12807.82,128.08,10675.88,106.76,2131.94,21.32,3.327,3.273,3.601,1726.35,1341.37,384.98,387.13,404.38,326.24,5888.61,58.89,58.89,23920.37,0.292,2.089,1.3,3.2,4.5,"""ATR追踪止损倍数（空头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,,3,4,,,,,,,,,
32475.66,324.76,3216.8,9.01,48.05,"37/77",3.244,10000,5175.22,13.87,27300.44,273,22082.33,220.82,5218.11,52.18,39464.9,394.65,32226.35,322.26,7238.55,72.39,12164.46,121.64,10144.02,101.44,2020.44,20.2,3.244,3.177,3.583,1601.27,1238.55,362.72,354.55,368.04,306.95,5884.22,58.84,58.84,21416.22,0.283,1.923,1.3,4.3,5.6,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,,4,4,,,,,,,,,
32547.03,325.47,3250.07,9.08,48.05,"37/77",3.26,10000,5194.32,13.91,27352.71,273.53,22119.14,221.19,5233.58,52.34,39453.61,394.54,32199.52,322,7254.09,72.54,12100.9,121.01,10080.38,100.8,2020.51,20.21,3.26,3.194,3.59,1609.4,1246.3,363.1,355.23,368.65,307.86,5880.04,58.8,58.8,21472.68,0.283,1.926,1.2,3.9,5.2,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,,5,4,,,,,,,,,
33987.36,339.87,5093.54,13.14,48.65,"36/74",3.318,10000,5372.61,13.91,28614.75,286.15,23905.88,239.06,4708.87,47.09,40957.95,409.58,34433.17,344.33,6524.78,65.25,12343.2,123.43,10527.28,105.27,1815.92,18.16,3.318,3.271,3.593,1668.45,1322.03,346.43,386.69,398.43,336.35,5877.43,58.77,58.77,22737.33,0.289,2.048,1.2,4.2,5.4,"""ATR追踪止损倍数（空头）"" set to 6.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,,3,4,,,,,,,,,
31187.55,311.88,3608.52,10.26,47.3,"35/74",3.231,10000,5026.24,13.9,26161.31,261.61,21736.06,217.36,4425.25,44.25,37888.55,378.89,31748.35,317.48,6140.19,61.4,11727.24,117.27,10012.3,100.12,1714.94,17.15,3.231,3.171,3.58,1546.52,1220.86,325.66,353.53,362.27,316.09,5876.23,58.76,58.76,20285.08,0.279,1.881,1.3,4.4,5.7,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,,4,4,,,,,,,,,
31236.48,312.36,3640.4,10.33,47.3,"35/74",3.248,10000,5020.83,13.86,26215.66,262.16,21788.66,217.89,4426.99,44.27,37877.96,378.78,31735.95,317.36,6142.01,61.42,11662.3,116.62,9947.28,99.47,1715.02,17.15,3.248,3.19,3.581,1554.58,1228.7,325.88,354.27,363.14,316.21,5887.74,58.88,58.88,20327.91,0.28,1.884,1.2,4.5,5.7,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,6,,5,4,,,,,,,,,
40865.44,408.65,4750.01,11.16,53.25,"41/77",3.73,10000,6215.4,13.92,34650.04,346.5,26782,267.82,7868.04,78.68,47343.46,473.43,37369.54,373.7,9973.92,99.74,12693.42,126.93,10587.54,105.88,2105.88,21.06,3.73,3.53,4.736,1815.15,1391.94,423.22,450,453.93,437.11,5878.94,58.79,58.79,28771.1,0.306,2.514,1.3,4.1,5.4,"""ATR追踪止损倍数（多头）"" set to 9.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,,3,4,,,,,,,,,
37652.44,376.52,3177.19,8.23,51.95,"40/77",3.649,10000,5804.51,13.87,31847.93,318.48,24445.39,244.45,7402.54,74.03,43872.05,438.72,34477.13,344.77,9394.92,93.95,12024.12,120.24,10031.75,100.32,1992.38,19.92,3.649,3.437,4.715,1681.53,1283.18,398.35,413.61,414.33,411.25,5886.26,58.86,58.86,25961.67,0.298,2.301,1.2,4,5.2,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,,4,4,,,,,,,,,
37725.23,377.25,3218.7,8.32,51.95,"40/77",3.664,10000,5816.82,13.88,31908.41,319.08,24490.58,244.91,7417.83,74.18,43885.98,438.86,34473.22,344.73,9412.76,94.13,11977.57,119.78,9982.64,99.83,1994.93,19.95,3.664,3.453,4.718,1692.11,1293.02,399.09,414.39,415.09,412.1,5886.31,58.86,58.86,26022.1,0.298,2.306,1.2,4.5,5.7,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3,,5,4,,,,,,,,,
37256.17,372.56,4528.22,11.15,51.95,"40/77",3.571,10000,5746.96,13.85,31509.21,315.09,25575.38,255.75,5933.83,59.34,43766.94,437.67,35693.93,356.94,8073.01,80.73,12257.73,122.58,10118.55,101.19,2139.19,21.39,3.571,3.528,3.774,1733.31,1329.72,403.59,409.21,433.48,329.66,5890.72,58.91,58.91,25618.49,0.294,2.312,1.3,4.7,6,"""ATR追踪止损倍数（空头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,,3,4,,,,,,,,,
34222.48,342.22,3025.59,8.23,50.65,"39/77",3.477,10000,5388.41,13.88,28834.06,288.34,23279.26,232.79,5554.81,55.55,40476.05,404.76,32892.84,328.93,7583.21,75.83,11641.99,116.42,9613.58,96.14,2028.41,20.28,3.477,3.421,3.739,1606.02,1226.09,379.94,374.47,394.56,308.6,5882.89,58.83,58.83,22951.18,0.285,2.115,1.2,3.5,4.8,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,,4,4,,,,,,,,,
34292.2,342.92,3063.62,8.31,50.65,"39/77",3.493,10000,5405.75,13.9,28886.45,288.86,23317.65,233.18,5568.8,55.69,40474.57,404.75,32877.29,328.77,7597.28,75.97,11588.12,115.88,9559.64,95.6,2028.48,20.28,3.493,3.439,3.745,1614.47,1234.31,380.16,375.15,395.21,309.38,5879.93,58.8,58.8,23006.52,0.285,2.119,1.2,4.6,5.8,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,4,,5,4,,,,,,,,,
37515.46,375.15,4918.6,11.93,50,"38/76",3.548,10000,5803.36,13.91,31712.1,317.12,25969.45,259.69,5742.65,57.43,44159.93,441.6,36257.7,362.58,7902.23,79.02,12447.83,124.48,10288.25,102.88,2159.58,21.6,3.548,3.524,3.659,1748.46,1351.08,397.38,417.26,440.16,337.8,5879.96,58.8,58.8,25832.14,0.29,2.249,1.3,3.4,4.7,"""ATR追踪止损倍数（空头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,,3,4,,,,,,,,,
34539.27,345.39,3367.51,9,48.68,"37/76",3.466,10000,5438.95,13.91,29100.32,291,23699,236.99,5401.32,54.01,40902.9,409.03,33457.36,334.57,7445.54,74.46,11802.58,118.03,9758.36,97.58,2044.22,20.44,3.466,3.429,3.642,1620.31,1246.14,374.17,382.9,401.68,317.72,5874.95,58.75,58.75,23225.38,0.282,2.07,1.2,4.5,5.8,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,,4,4,,,,,,,,,
34571.58,345.72,3409.55,9.1,48.68,"37/76",3.478,10000,5450.34,13.93,29121.24,291.21,23719.99,237.2,5401.25,54.01,40871.83,408.72,33426.29,334.26,7445.54,74.46,11750.59,117.51,9706.3,97.06,2044.3,20.44,3.478,3.444,3.642,1628.69,1254.45,374.24,383.17,402.03,317.72,5875.57,58.76,58.76,23245.67,0.282,2.072,1.3,3.4,4.7,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,,5,4,,,,,,,,,
36107.77,361.08,5334.66,13.13,49.32,"36/73",3.54,10000,5636.5,13.93,30471.27,304.71,25603.54,256.04,4867.74,48.68,42469.69,424.7,35746.06,357.46,6723.63,67.24,11998.42,119.98,10142.53,101.43,1855.89,18.56,3.54,3.524,3.623,1690.55,1331.97,358.59,417.41,433.96,347.7,5875.86,58.76,58.76,24595.41,0.287,2.206,1.3,4.8,6.1,"""ATR追踪止损倍数（空头）"" set to 6.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,,3,4,,,,,,,,,
33175.83,331.76,3778.71,10.26,47.95,"35/73",3.451,10000,5280.88,13.94,27894.95,278.95,23321.87,233.22,4573.08,45.73,39275.36,392.75,32949.97,329.5,6325.39,63.25,11380.41,113.8,9628.11,96.28,1752.3,17.52,3.451,3.422,3.61,1564.84,1227.75,337.09,382.12,395.29,326.65,5872.65,58.73,58.73,22022.3,0.278,2.027,1.2,4.8,6,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,,4,4,,,,,,,,,
33192.61,331.93,3817.27,10.34,47.95,"35/73",3.465,10000,5269.01,13.89,27923.6,279.24,23348.7,233.49,4574.9,45.75,39251.17,392.51,32923.97,329.24,6327.2,63.27,11327.57,113.28,9575.27,95.75,1752.3,17.52,3.465,3.438,3.611,1573.69,1236.46,337.23,382.52,395.74,326.78,5879.96,58.8,58.8,22043.64,0.278,2.028,1.3,3.1,4.4,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,6,,5,4,,,,,,,,,
40237.58,402.38,4691.43,11.16,53.25,"41/77",3.707,10000,6138.74,13.92,34098.85,340.99,26319.05,263.19,7779.8,77.8,46695.3,466.95,36829.36,368.29,9865.94,98.66,12596.45,125.96,10510.31,105.1,2086.14,20.86,3.707,3.504,4.729,1800.14,1381.54,418.6,442.84,446.09,432.21,5873.46,58.73,58.73,28225.39,0.304,2.498,1.3,4.7,6,"""ATR追踪止损倍数（多头）"" set to 10.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,,3,4,,,,,,,,,
37318.5,373.19,3151.35,8.23,51.95,"40/77",3.627,10000,5789.25,13.94,31529.25,315.29,24168.58,241.69,7360.67,73.61,43531.85,435.32,34183.95,341.84,9347.9,93.48,12002.6,120.03,10015.37,100.15,1987.23,19.87,3.627,3.413,4.704,1677.13,1280.66,396.47,409.47,409.64,408.93,5873.93,58.74,58.74,25655.32,0.297,2.299,1.3,3.6,4.9,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,,4,4,,,,,,,,,
37377.62,373.78,3191.86,8.31,51.95,"40/77",3.644,10000,5790.18,13.92,31587.44,315.87,24225.09,242.25,7362.35,73.62,43534.06,435.34,34184.48,341.84,9349.58,93.5,11946.62,119.47,9959.39,99.59,1987.23,19.87,3.644,3.432,4.705,1687,1290.37,396.63,410.23,410.59,409.02,5873.4,58.73,58.73,25714.03,0.297,2.299,1.2,3.4,4.6,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3,,5,4,,,,,,,,,
36684.89,366.85,4478.07,11.17,51.95,"40/77",3.542,10000,5701.09,13.91,30983.8,309.84,25121.88,251.22,5861.92,58.62,43173.4,431.73,35188.41,351.88,7984.99,79.85,12189.6,121.9,10066.53,100.67,2123.07,21.23,3.542,3.496,3.761,1720.47,1320.91,399.56,402.39,425.79,325.66,5874.5,58.75,58.75,25109.3,0.292,2.293,1.3,4.2,5.5,"""ATR追踪止损倍数（空头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,,3,4,,,,,,,,,
33927.85,339.28,3003.45,8.22,50.65,"39/77",3.459,10000,5363.62,13.91,28564.22,285.64,23041.49,230.41,5522.73,55.23,40180.58,401.81,32637.03,326.37,7543.55,75.44,11616.36,116.16,9595.54,95.96,2020.82,20.21,3.459,3.401,3.733,1602.12,1224.25,377.88,370.96,390.53,306.82,5875.34,58.75,58.75,22688.89,0.284,2.112,1.3,4.5,5.8,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,,4,4,,,,,,,,,
33986.72,339.87,3041.1,8.31,50.65,"39/77",3.476,10000,5382.55,13.94,28604.17,286.04,23062.59,230.63,5541.58,55.42,40156.78,401.57,32594.31,325.94,7562.47,75.62,11552.61,115.53,9531.72,95.32,2020.89,20.21,3.476,3.42,3.742,1610.38,1231.94,378.44,371.48,390.89,307.87,5871.42,58.71,58.71,22732.75,0.284,2.114,1.2,3.1,4.4,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,4,,5,4,,,,,,,,,
36962.54,369.63,4858.85,11.92,50,"38/76",3.525,10000,5726.45,13.89,31236.09,312.36,25546.99,255.47,5689.1,56.89,43606.06,436.06,35774.18,357.74,7831.89,78.32,12369.98,123.7,10227.19,102.27,2142.79,21.43,3.525,3.498,3.655,1736,1342.55,393.46,411,433,334.65,5881.29,58.81,58.81,25354.79,0.288,2.233,1.3,4.1,5.4,"""ATR追踪止损倍数（空头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,,3,4,,,,,,,,,
34201.76,342.02,3348.42,9.01,48.68,"37/76",3.445,10000,5385.85,13.88,28815.91,288.16,23443.87,234.44,5372.04,53.72,40601.05,406.01,33189.96,331.9,7411.08,74.11,11785.14,117.85,9746.09,97.46,2039.04,20.39,3.445,3.405,3.635,1616.37,1244.09,372.28,379.16,397.35,316,5884.43,58.84,58.84,22931.48,0.281,2.066,1.3,4,5.2,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,,4,4,,,,,,,,,
34211.98,342.12,3382.2,9.09,48.68,"37/76",3.46,10000,5384.94,13.87,28827.04,288.27,23455,234.55,5372.04,53.72,40546.13,405.46,33135.05,331.35,7411.08,74.11,11719.09,117.19,9680.05,96.8,2039.04,20.39,3.46,3.423,3.635,1623.77,1251.5,372.28,379.3,397.54,316,5884.98,58.85,58.85,22942.06,0.281,2.065,1.2,3.5,4.8,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,5,,5,4,,,,,,,,,
35518.55,355.19,5265.87,13.12,49.32,"36/73",3.516,10000,5550.4,13.89,29968.15,299.68,25144.8,251.45,4823.35,48.23,41880.14,418.8,35220.26,352.2,6659.88,66.6,11911.99,119.12,10075.47,100.75,1836.53,18.37,3.516,3.496,3.626,1676.59,1322.07,354.51,410.52,426.18,344.53,5882.55,58.83,58.83,24085.6,0.285,2.189,1.3,4.1,5.4,"""ATR追踪止损倍数（空头）"" set to 6.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,,3,4,,,,,,,,,
32839.64,328.4,3748.83,10.25,47.95,"35/73",3.432,10000,5231.26,13.91,27608.37,276.08,23059.3,230.59,4549.07,45.49,38961.59,389.62,32668.69,326.69,6292.9,62.93,11353.22,113.53,9609.39,96.09,1743.83,17.44,3.432,3.4,3.609,1560.66,1225.64,335.02,378.2,390.84,324.93,5880.25,58.8,58.8,21728.13,0.277,2.021,1.2,3.5,4.7,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,,4,4,,,,,,,,,
32863.62,328.64,3784.88,10.34,47.95,"35/73",3.448,10000,5233.03,13.91,27630.59,276.31,23081.52,230.82,4549.07,45.49,38919.33,389.19,32626.43,326.26,6292.9,62.93,11288.74,112.89,9544.91,95.45,1743.83,17.44,3.448,3.418,3.609,1568.21,1233.19,335.02,378.5,391.21,324.93,5879.15,58.79,58.79,21751.44,0.277,2.022,1.3,3.1,4.4,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,6,,5,4,,,,,,,,,
40221.76,402.22,4691.43,11.16,53.25,"41/77",3.707,10000,6122.91,13.88,34098.85,340.99,26319.05,263.19,7779.8,77.8,46695.3,466.95,36829.36,368.29,9865.94,98.66,12596.45,125.96,10510.31,105.1,2086.14,20.86,3.707,3.504,4.729,1800.14,1381.54,418.6,442.84,446.09,432.21,5881.84,58.82,58.82,28217.01,0.304,2.497,1.3,3.7,5,"""ATR追踪止损倍数（多头）"" set to 11.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,,3,4,,,,,,,,,
37302.18,373.02,3151.35,8.23,51.95,"40/77",3.627,10000,5772.93,13.9,31529.25,315.29,24168.58,241.69,7360.67,73.61,43531.85,435.32,34183.95,341.84,9347.9,93.48,12002.6,120.03,10015.37,100.15,1987.23,19.87,3.627,3.413,4.704,1677.13,1280.66,396.47,409.47,409.64,408.93,5883.09,58.83,58.83,25646.16,0.297,2.299,1.3,3.6,4.9,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,,4,4,,,,,,,,,
37354.37,373.54,3191.86,8.31,51.95,"40/77",3.644,10000,5766.93,13.87,31587.44,315.87,24225.09,242.25,7362.35,73.62,43534.06,435.34,34184.48,341.84,9349.58,93.5,11946.62,119.47,9959.39,99.59,1987.23,19.87,3.644,3.432,4.705,1687,1290.37,396.63,410.23,410.59,409.02,5886.46,58.86,58.86,25700.98,0.297,2.299,1.2,4.5,5.7,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3,,5,4,,,,,,,,,
36673.3,366.73,4478.07,11.17,51.95,"40/77",3.542,10000,5689.51,13.88,30983.8,309.84,25121.88,251.22,5861.92,58.62,43173.4,431.73,35188.41,351.88,7984.99,79.85,12189.6,121.9,10066.53,100.67,2123.07,21.23,3.542,3.496,3.761,1720.47,1320.91,399.56,402.39,425.79,325.66,5881.11,58.81,58.81,25102.69,0.292,2.292,1.3,3.9,5.2,"""ATR追踪止损倍数（空头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,3,4,,,,,,,,,
33924.53,339.25,3003.45,8.22,50.65,"39/77",3.459,10000,5360.3,13.9,28564.22,285.64,23041.49,230.41,5522.73,55.23,40180.58,401.81,32637.03,326.37,7543.55,75.44,11616.36,116.16,9595.54,95.96,2020.82,20.21,3.459,3.401,3.733,1602.12,1224.25,377.88,370.96,390.53,306.82,5877.35,58.77,58.77,22686.88,0.284,2.112,1.2,4.6,5.8,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,4,4,,,,,,,,,
33977.3,339.77,3041.1,8.31,50.65,"39/77",3.476,10000,5373.13,13.92,28604.17,286.04,23062.59,230.63,5541.58,55.42,40156.78,401.57,32594.31,325.94,7562.47,75.62,11552.61,115.53,9531.72,95.32,2020.89,20.21,3.476,3.42,3.742,1610.38,1231.94,378.44,371.48,390.89,307.87,5877.11,58.77,58.77,22727.06,0.284,2.114,1.2,3.2,4.4,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,4,,5,4,,,,,,,,,
36952.07,369.52,4858.85,11.92,50,"38/76",3.525,10000,5715.99,13.86,31236.09,312.36,25546.99,255.47,5689.1,56.89,43606.06,436.06,35774.18,357.74,7831.89,78.32,12369.98,123.7,10227.19,102.27,2142.79,21.43,3.525,3.498,3.655,1736,1342.55,393.46,411,433,334.65,5887.22,58.87,58.87,25348.86,0.288,2.233,1.3,4.7,6,"""ATR追踪止损倍数（空头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,3,4,,,,,,,,,
34197.59,341.98,3348.42,9.01,48.68,"37/76",3.445,10000,5381.69,13.86,28815.91,288.16,23443.87,234.44,5372.04,53.72,40601.05,406.01,33189.96,331.9,7411.08,74.11,11785.14,117.85,9746.09,97.46,2039.04,20.39,3.445,3.405,3.635,1616.37,1244.09,372.28,379.16,397.35,316,5886.93,58.87,58.87,22928.97,0.281,2.066,1.2,4.7,5.9,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,4,4,,,,,,,,,
34213.07,342.13,3382.2,9.09,48.68,"37/76",3.46,10000,5386.03,13.87,28827.04,288.27,23455,234.55,5372.04,53.72,40546.13,405.46,33135.05,331.35,7411.08,74.11,11719.09,117.19,9680.05,96.8,2039.04,20.39,3.46,3.423,3.635,1623.77,1251.5,372.28,379.3,397.54,316,5884.32,58.84,58.84,22942.72,0.281,2.065,1.3,3.2,4.5,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,,5,4,,,,,,,,,
35504.38,355.04,5265.87,13.12,49.32,"36/73",3.516,10000,5536.23,13.85,29968.15,299.68,25144.8,251.45,4823.35,48.23,41880.14,418.8,35220.26,352.2,6659.88,66.6,11911.99,119.12,10075.47,100.75,1836.53,18.37,3.516,3.496,3.626,1676.59,1322.07,354.51,410.52,426.18,344.53,5890.83,58.91,58.91,24077.32,0.284,2.189,1.3,3.4,4.7,"""ATR追踪止损倍数（空头）"" set to 6.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,,3,4,,,,,,,,,
32838.67,328.39,3748.83,10.25,47.95,"35/73",3.432,10000,5230.29,13.91,27608.37,276.08,23059.3,230.59,4549.07,45.49,38961.59,389.62,32668.69,326.69,6292.9,62.93,11353.22,113.53,9609.39,96.09,1743.83,17.44,3.432,3.4,3.609,1560.66,1225.64,335.02,378.2,390.84,324.93,5880.85,58.81,58.81,21727.53,0.277,2.021,1.2,4.4,5.6,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,,4,4,,,,,,,,,
32872.13,328.72,3784.88,10.34,47.95,"35/73",3.448,10000,5241.53,13.93,27630.59,276.31,23081.52,230.82,4549.07,45.49,38919.33,389.19,32626.43,326.26,6292.9,62.93,11288.74,112.89,9544.91,95.45,1743.83,17.44,3.448,3.418,3.609,1568.21,1233.19,335.02,378.5,391.21,324.93,5873.88,58.74,58.74,21756.72,0.277,2.022,1.2,4.9,6.1,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,6,,5,4,,,,,,,,,
44233.81,442.34,5063.37,11.16,53.85,"42/78",3.634,10000,6625.35,13.92,37608.46,376.08,28917.29,289.17,8691.17,86.91,51884.12,518.84,40968.33,409.68,10915.79,109.16,14275.66,142.76,12051.04,120.51,2224.62,22.25,3.634,3.4,4.907,1966,1517.26,448.74,482.16,481.95,482.84,5879.07,58.79,58.79,31729.39,0.318,2.219,1.4,3.6,4.9,"""追踪止损激活ATR倍数（空头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,3,5,,,,,,,,,
40224.26,402.24,3348.03,8.23,51.28,"40/78",3.55,10000,6110.49,13.85,34113.77,341.14,26026.53,260.27,8087.24,80.87,47489.46,474.89,37322.24,373.22,10167.22,101.67,13375.69,133.76,11295.71,112.96,2079.98,20.8,3.55,3.304,4.888,1801.8,1384.08,417.72,437.36,433.78,449.29,5888.42,58.88,58.88,28225.35,0.307,2.044,1.3,3.9,5.2,"""追踪止损激活ATR倍数（多头）"" set to 4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,4,5,,,,,,,,,
40269.54,402.7,3394.34,8.32,51.28,"40/78",3.566,10000,6119.03,13.86,34150.51,341.51,26065.78,260.66,8084.72,80.85,47461.83,474.62,37294.6,372.95,10167.22,101.67,13311.32,133.11,11228.82,112.29,2082.5,20.82,3.566,3.321,4.882,1810.6,1392.64,417.97,437.83,434.43,449.15,5890.46,58.9,58.9,28260.05,0.307,2.046,1.3,4.5,5.8,"""追踪止损激活ATR倍数（多头）"" set to 5.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3,,5,5,,,,,,,,,
